dialogue_id,query,ground_truth_response
2828, I'm a bit fed up .   What's wrong ?   There's a girl in my company that I really like but I always get shy when she is around .   I see ! Do you want to ask her out ?   Sure , but how ?   You can ask her out for drink after work .   But for what reasons ? She doesn't even know who I am .   Then you've got a lot of homework to do . You need to get her notice first .   Easier said than done .   You can start by meeting her at the bus stop and saying hello to her .   But I always get tongue-tied when I see her .   That's something you need to overcome . Men should make the first move as most of girls prefer being chased .   I see . I'll try .   Good luck . 
4758, the buying rate is RIB 808 per $ 100 . How much would you like to change ?   $ 200 altogether .   Would you mind showing me your passport ?   Here it is . And how much RIB shall I get ?   Let me see . $ 200 makes RIB 1,616 . Here is the cash and exchange memo . Please check it .   That's correct . Thank you very much . 
881,What would you like to do tonight ?   I'm not sure .   What about going to a movie ?   OK , let's go to the cinema to see what's on . 
293,No dialogue,No response
8119, of course .   That ’ s my wagon . I need the water to water my flowers in the yard .   No , you can ’ t do that . There isn ’ t much water in the wagon . And we need the water for drinking . 
6138, you can take this shuttle to get you there faster .   Do you think the plane will leave without me ?   No , I ’ ll call the attendants at the gate . I will tell them you ’ re on your way .   Thank you so much . I would really appreciate that .   You are welcome . Have a safe trip . 
2006, sure , you won't be disappointed . 
5848, you'll still have to go through the formal application procedures though , so fill this application form in   ok . Thanks for your support . 
43, it's so exciting , though I had the most falls in our skiing team .   Isn't there any coach to teach you how to ski ?   Of course there is . The top-level coaches there are from the State Sports General Administration .   Could you move smoothly ?   Yes.My face even ached in the icy wind .   What happened afterwards ?   I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was .   Poor girl ! 
4095, Ross . Glad to see you , too .   I'm going to throw a party tomorrow night . Would you like to come ?   A party ? Yes . I'd love to . Thank you for inviting me . Will Monica come ?   Of course .   That's great ! What time will it start at ?   At 6 o'clock .   OK . I'll come . See you then .   See you . 
7413, first you have to turn this switch on .   Silly me !   Now press this button .   Oh , it's out of paper . Do you have any more ?   Just a second . I'll go get some . Then you need to send the file . Make sure you choose the right printer . We have a few here and you're hooked up to all of them .   Which one is this ?   It's the Canon . 
10440,Excuse me . Are these chips on sale ?   Yes . You will save 90 cents on each bag .   Is there any limit ?   No , no limit . You can take as many as you want .   That ’ s good . Thanks .   You ’ re welcome . 
774,Linda ? Is that you ? I haven't seen you in ages !   Hi George ! It's good to see you !   What have you been up to ?   I just opened up my own business not long ago .   Good for you ! What are you doing ?   I'm a professional party planner here in the city . I do catering and all that .   I knew some day I would be able to profit from your love of fun !   Well , I don't know about the profit part yet . But I am really having fun ! 
563, please ?   Here's my license and form .   You seem to have filled the form out all right . Are you familiar with our rules and fines ?   Yes , I know what to do .   The hours and limitations are printed on the card and this handout .   OK .   Thank you for joining the library ; we look forward to serving you . 
6856,No dialogue,No response
9945, hold it , and let it out .   Is that it ?   That ’ s it . You can get dressed when the film is developed . 
3685, and the next I feel very tired .   Do you want to visit any tourist spots in the city ?   Oh yes , I'm very interested in Chinese history so I ’ d like to visit the Summer Palace .   Good idea . I ’ d be very happy to go there . 
9584, do you have the same in black ?   Yes , I will get you one . 
7911, that's right . Renting is good !   Should we call the Olsen's and ask them if they want to join us ?   Okay , you call them .   Then you go out to the garage and check out the camping gear . 
9800, forget that ! Do the tourniquet first . I'm losing too much blood .   Alright , alright . How did you cut this so bad ? 
8027, I've had the steak and the lobster before . They're both very good .   I think I'll have the lobster . What are you going to have ?   I'm not that hungry . I think I'm just going to have a salad .   I'm gonna go to the bathroom . When the waitress comes back , will you order for me ?   Sure . No problem . 
6820, yes .   OK , I think I've got it . 
9451, and a bottle of wine .   Yes , sir . It'll be a moment .   Ok . 
